Bldg Code,Bldg Number,Name,Site,Address,City,State,Zip,Year of Date Built,Year of Date Acquired,Status,Type,Use,Functional Status,General Fund % ,Recharge %,Assignable SF,Gross Sqr Feet (ARC)
SMCTD3,502D3,SMILEY COURT D3 (SMCTD3),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"3,416","3,966"
SMCTD4,502D4,SMILEY COURT D4 (SMCTD4),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"5,124","5,928"
SMCTD5,502D5,SMILEY COURT D5 (SMCTD5),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"5,124","5,928"
SMCTD6,502D6,SMILEY COURT D6 (SMCTD6),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"3,416","3,966"
SMCTD7,502D7,SMILEY COURT D7 (SMCTD7),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"3,416","3,966"
SMCTD8,502D8,SMILEY COURT D8 (SMCTD8),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"3,416","3,966"
SMCTD9,502D9,SMILEY COURT D9 (SMCTD9),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"6,832","7,892"
SMCTE1,502E1,SMILEY COURT E1 (SMCTE1),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"9,373","10,873"
SMCTE2,502E2,SMILEY COURT E2 (SMCTE2),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"9,373","10,873"
SMCTE3,502E3,SMILEY COURT E3 (SMCTE3),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"9,373","10,873"
SMCTE4,502E4,SMILEY COURT E4 (SMCTE4),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"9,373","10,873"
SMCTL1,502L1,SMILEY COURT L1 (SMCTL1),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,287,346
SMCTL2,502L2,SMILEY COURT L2 (SMCTL2),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,581,676
SMCTL3,502L3,SMILEY COURT L3 (SMCTL3),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,287,346
SMCTM1,502M1,SMILEY COURT MAIL 1 (SMCTM1),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTM2,502M2,SMILEY COURT MAIL 2 (SMCTM2),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTM3,502M3,SMILEY COURT MAIL 3 (SMCTM3),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTS1,502S1,SMILEY COURT STORAGE 1 (SMCTS1),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTS2,502S2,SMILEY COURT STORAGE 2 (SMCTS2),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTS3,502S3,SMILEY COURT STORAGE 3 (SMCTS3),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTS4,502S4,SMILEY COURT STORAGE 4 (SMCTS4),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMCTS5,502S5,SMILEY COURT STORAGE 5 (SMCTS5),EAST CAMP,1300 30TH ST,BOULDER,CO,80303,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,138,170
SMTH,409,SMITH HALL (SMTH),MAIN CAMP,2525 KITTREDGE LOOP RD,BOULDER,CO,80309,1963,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"54,540","96,667"
SPRG,036L,SPRING HOUSE (SPRG),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,OTHER,GENERAL FUND,100,100,0,100
SPSC,589,SPACE SCIENCE BUILDING (SPSC),EAST CAMP,3665 DISCOVERY DR,BOULDER,CO,80303,1997,2010,OPEN,BUILDING,RESEARCH/LAB,RESEARCH PROPERTY SERVICES,0,100,"80,517","100,039"
SPSK,037M,SAPSUCKER (SPSK),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,102,120
SSKN,037Q,SISKEN (SSKN),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,98,115
ST74,745,STORAGE BUILDING 74 (ST74),SOUTH CAMP,5278 TABLE MESA DR,BOULDER,CO,80305,,2021,OPEN,SHED,OTHER,GENERAL FUND,100,100,0,0
STAD,378,STADIUM BUILDING (STAD),MAIN CAMP,2085 COLORADO AVE,BOULDER,CO,80309,1956,,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"103,048","151,963"
STNC,608C,STEARNS TOWERS CENTER (STNC),WILL VILL,600 30TH ST,BOULDER,CO,80309,1966,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"13,778","22,523"
STNE,608E,STEARNS TOWERS EAST (STNE),WILL VILL,600 30TH ST,BOULDER,CO,80309,1966,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"71,727","113,703"
STNW,608W,STEARNS TOWERS WEST (STNW),WILL VILL,600 30TH ST,BOULDER,CO,80309,1966,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"72,249","113,459"
STSB,378E,STADIUM SKY BOX (STSB),MAIN CAMP,2085A COLORADO AVE,BOULDER,CO,80309,2003,,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"55,294","114,504"
STTB,377,STADIUM TICKET BUILDING (STTB),MAIN CAMP,2095 COLORADO AVE,BOULDER,CO,80309,1935,,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,387,554
SUMM,034A,SUMMER (SUMM),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,304,347
SWLL,380,SEWALL HALL (SWLL),MAIN CAMP,1720 UNIVERSITY AVE,BOULDER,CO,80309,1934,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"62,545","99,242"
TB01,382A,ALBERT AND VERA RAMIREZ TEMPORARY BUILDING 1 (TB01),MAIN CAMP,1715 PLEASANT ST,BOULDER,CO,80309,1898,,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"4,916","8,673"
TB15,569,ELECTRIC SUPPLY BUILDING (TB15),EAST CAMP,3210 MARINE ST,BOULDER,CO,80303,1952,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,"1,186","1,309"
TB16,501,TELECOM EQUIPMENT BUILDING SMILEY COURT (TB16),EAST CAMP,1302 30TH ST,BOULDER,CO,80303,1992,,OPEN,MECHANICAL,OTHER,AUXILIARY,0,100,0,131
TB19,312,UNIVERSITY ADMINISTRATIVE CENTER ANNEX (TB19),MAIN CAMP,924 BROADWAY,BOULDER,CO,80309,1920,1955,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"1,424","2,199"
TB33,133,FAMILY HOUSING EXPANSION (133) (TB33),N BLDR CRK,1328 17TH ST,BOULDER,CO,80309,1960,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"3,519","4,326"
TB45,567,WAREHOUSE NO 1 (TB45),EAST CAMP,3300 MARINE ST,BOULDER,CO,80303,1962,,OPEN,BUILDING,OTHER,RESEARCH PROPERTY SERVICES,0,100,"1,928","2,000"
TB46,565,WAREHOUSE NO 2 (TB46),EAST CAMP,3300 MARINE ST,BOULDER,CO,80303,1962,,OPEN,BUILDING,OTHER,RESEARCH PROPERTY SERVICES,0,100,"1,921","2,000"
TB47,563,WAREHOUSE NO 3 (TB47),EAST CAMP,3300 MARINE ST,BOULDER,CO,80303,1962,,OPEN,BUILDING,OTHER,RESEARCH PROPERTY SERVICES,0,100,"1,921","2,000"
TB48,561,WAREHOUSE NO 4 (TB48),EAST CAMP,3300 MARINE ST,BOULDER,CO,80303,1962,,OPEN,BUILDING,OTHER,RESEARCH PROPERTY SERVICES,0,100,"1,930","2,000"
TB49,140,STEAM CONVERSION SHED (TB49),N BLDR CRK,1201 19TH ST,BOULDER,CO,80309,1950,,OPEN,SHED,OTHER,AUXILIARY,0,100,0,"1,688"
TB55,166,PRACTICE FOOTBALL FIELD BUILDING (TB55),N BLDR CRK,1301 FOLSOM ST,BOULDER,CO,80309,1950,,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,266,289
TB65,279,TEMPORARY BUILDING 65 (TB65),GRANDVIEW,1301 GRANDVIEW AVE,BOULDER,CO,80302,1909,1988,OPEN,BUILDING,CLASSROOM/ADMIN,RESEARCH PROPERTY SERVICES,0,100,"1,556","2,923"
TB65A,279A,TEMPORARY BUILDING 65 GARAGE (TB65A),GRANDVIEW,1301 GRANDVIEW AVE,BOULDER,CO,80302,1909,1988,OPEN,GARAGE,OTHER,RESEARCH PROPERTY SERVICES,0,100,344,390
TB66,289,TEMPORARY BUILDING 66 (TB66),GRANDVIEW,1445 GRANDVIEW AVE,BOULDER,CO,80302,,2002,OPEN,BUILDING,RESIDENTIAL,RESEARCH PROPERTY SERVICES,0,100,"2,908","3,823"
TB70,282,TEMPORARY BUILDING 70 (TB70),GRANDVIEW,1302 GRANDVIEW AVE,BOULDER,CO,80302,,2001,OPEN,BUILDING,RESIDENTIAL,RESEARCH PROPERTY SERVICES,0,100,"3,112","3,793"
TB72,725,TEMPORARY BUILDING 72 (TB72),SOUTH CAMP,5278 TABLE MESA DR,BOULDER,CO,80305,1967,1996,OPEN,BUILDING,OTHER,RESEARCH PROPERTY SERVICES,0,100,"14,173","16,576"
TB78,278,TEMPORARY BUILDING 78 (TB78),GRANDVIEW,1510 13TH ST,BOULDER,CO,80302,,1996,OPEN,BUILDING,RESIDENTIAL,RESEARCH PROPERTY SERVICES,0,100,"1,190","1,674"
TB82,283,TEMPORARY BUILDING 82 (TB82),GRANDVIEW,1333/1335 GRANDVIEW AVE,BOULDER,CO,80302,1905,1995,OPEN,BUILDING,CLASSROOM/ADMIN,RESEARCH PROPERTY SERVICES,0,100,"2,067","4,436"
TB83,551,POTTS FIELD TRACK STORAGE (TB83),EAST CAMP,3625 DISCOVERY DR,BOULDER,CO,80303,1990,,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"1,226","1,285"
TB84,549,BRYAN BENJAMIN SAX SKI TEAM BUILDNG (TB84),EAST CAMP,3601/3603 DISCOVERY DR,BOULDER,CO,80303,1967,,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"2,924","3,517"
TB85,550,AUXILARY TRACK STORAGE NORTHWEST OF POTTS FIELD (TB85),EAST CAMP,3609 DISCOVERY DR,BOULDER,CO,80303,2005,,OPEN,SHED,SPECIAL/GEN USE,AUXILIARY,0,100,667,720
TB88,288,TEMPORARY BUILDING 88 (TB88),GRANDVIEW,1338 GRANDVIEW AVE,BOULDER,CO,80302,,1981,OPEN,BUILDING,CLASSROOM/ADMIN,RESEARCH PROPERTY SERVICES,0,100,"2,013","3,193"
TB90,281,TEMPORARY BUILDING 90 (TB90),GRANDVIEW,1514 13TH ST,BOULDER,CO,80302,1930,1982,OPEN,BUILDING,RESIDENTIAL,RESEARCH PROPERTY SERVICES,0,100,"1,834","2,092"
TB93,290,TEMPORARY BUILDING 93 (TB93),GRANDVIEW,1344 GRANDVIEW AVE,BOULDER,CO,80302,1905,1983,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"1,861","3,082"
TB99,287,TEMPORARY BUILDING 99 (TB99),GRANDVIEW,1429 GRANDVIEW AVE,BOULDER,CO,80302,1950,,OPEN,BUILDING,RESIDENTIAL,RESEARCH PROPERTY SERVICES,0,100,"1,128","1,394"
TETN,037S,TETON (TETN),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
THTR,218,UNIVERSITY THEATRE (THTR),MAIN CAMP,1515 CENTRAL CAMPUS MALL,BOULDER,CO,80309,1902,,OPEN,BUILDING,HISTORIC BLDG,GENERAL FUND,100,0,"39,614","71,239"
TLRS,037W,TULAROOSA (TLRS),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
TNDR,039C,TUNDRA LAB (TNDR),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESEARCH/LAB,AUXILIARY,0,100,"1,070","1,232"
TRAN,571,TRANSPORTATION CENTER AND ANNEX (TRAN),EAST CAMP,3205 MARINE ST,BOULDER,CO,80303,1958,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,"8,462","9,349"
UCTR,310,UNIVERSITY ADMINISTRATIVE CENTER (UCTR),MAIN CAMP,914 BROADWAY,BOULDER,CO,80309,1930,1970,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"7,891","15,174"
UINT,037U,UINTA (UINT),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
UMC,205,UNIVERSITY MEMORIAL CENTER (UMC),MAIN CAMP,1669 EUCLID AVE,BOULDER,CO,80309,1953,,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"154,105","257,485"
URES,650,UNIVERSITY RESIDENCE (URES),WILL VILL,3600 CADDO PKWY,BOULDER,CO,80309,1987,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"5,858","11,054"
VAC,229,VISUAL ARTS COMPLEX (VAC),MAIN CAMP,1085 18TH ST,BOULDER,CO,80309,2009,,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"108,404","179,813"
VHCL,034B,VEHICLE STORAGE (VHCL),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,874,913
VPMP,251,VARSITY LAKE PUMP STATION (VPMP),MAIN CAMP,1500 UNIVERSITY AVE,BOULDER,CO,80309,1991,,OPEN,MECHANICAL,OTHER,AUXILIARY,0,100,0,401
WALN,583,WALNUT DISTRIBUTION CENTER (WALN),EASTCAMPN,3300 WALNUT ST,BOULDER,CO,80303,,2005,OPEN,BUILDING,OTHER,GENERAL FUND,100,0,"133,149","146,582"
WARD,324,WARDENBURG STUDENT HEALTH CENTER (WARD),MAIN CAMP,1900 WARDENBURG DR,BOULDER,CO,80309,1959,,OPEN,BUILDING,HOSPITAL/CLINIC,AUXILIARY,0,100,"28,989","55,963"
WASA,037T,WASATCH (WASA),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
WDBY,241,WOODBURY ARTS & SCIENCES BUILDING (WDBY),MAIN CAMP,1600 PLEASANT ST,BOULDER,CO,80309,1890,,OPEN,BUILDING,HISTORIC BLDG,GENERAL FUND,100,0,"7,914","12,937"
WDEP,354,WEST DISTRICT ENERGY PLANT (WDEP),MAIN CAMP,1100 18TH ST,BOULDER,CO,80309,1910,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,"10,970","22,647"
WDIL,899,1164 W DILLON RD (WDIL),OFF CAMPUS,1164 W DILLON RD,LOUISVILLE,CO,80027,1993,2024,OPEN,BUILDING,OTHER,AUXILIARY,0,100,"40,155","58,609"
WEB,630A,WEBER HALL (WEB),WILL VILL,3275 APACHE DR,BOULDER,CO,80309,2003,2007,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"132,353","190,867"
WILD,592,2860 WILDERNESS PLACE (WILD),EASTCAMPN,2860 WILDERNESS PL,BOULDER,CO,80303,1983,,OPEN,BUILDING,RESEARCH/LAB,GENERAL FUND,100,100,"42,521","63,191"
WIND,593,WIND TUNNEL (WIND),EAST CAMP,4001 DISCOVERY DR,BOULDER,CO,80303,2015,,OPEN,BUILDING,RESEARCH/LAB,GENERAL FUND,100,100,"2,982","3,469"
WLAW,403,WOLF LAW BUILDING (WLAW),MAIN CAMP,2450 KITTREDGE LOOP RD,BOULDER,CO,80309,2006,,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,"111,459","190,007"
WLLW,036E,WILLOW (WLLW),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,311,336
WLRD,327,WILLARD HALL (WLRD),MAIN CAMP,2200 WILLARD LOOP DR,BOULDER,CO,80309,1955,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"58,275","100,969"
WMGBA,299A,WEST MAIN GROUNDS BUILDING A (WMGBA),GRANDVIEW,1201 17TH ST,BOULDER,CO,80309,,,OPEN,SHED,OTHER,GENERAL FUND,100,0,93,110
WMGBB,299B,WEST MAIN GROUNDS BUILDING B (WMGBB),GRANDVIEW,1201 17TH ST,BOULDER,CO,80309,,,OPEN,SHED,OTHER,GENERAL FUND,100,0,93,110
WMGBC,299C,WEST MAIN GROUNDS BUILDING C (WMGBC),GRANDVIEW,1201 17TH ST,BOULDER,CO,80309,,,OPEN,SHED,OTHER,GENERAL FUND,100,0,267,297
WMGBD,299D,WEST MAIN GROUNDS BUILDING D (WMGBD),GRANDVIEW,1201 17TH ST,BOULDER,CO,80309,,,OPEN,SHED,OTHER,GENERAL FUND,100,0,83,99
WPTI,036A,WAPATI (WPTI),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
WRVR,037P,WIND RIVER (WRVR),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
WSTE,035D,WASTE TREATMENT (WSTE),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,MECHANICAL,OTHER,GENERAL FUND,100,100,0,619
WVC,604,WILLIAMS VILLAGE DINING AND COMMUNITY COMMONS (WVC),WILL VILL,510 30TH ST,BOULDER,CO,80309,2017,2017,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"72,806","114,873"
WVE,622,WILLIAMS VILLAGE EAST (WVE),WILL VILL,3400 BASELINE RD,BOULDER,CO,80303,2018,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"109,978","188,831"
WVHP,611,WILLIAMS VILLAGE HEATING PLANT (WVHP),WILL VILL,3200 BASELINE RD,BOULDER,CO,80309,1966,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,426,"8,277"
WVN,621,WILLIAMS VILLAGE NORTH (WVN),WILL VILL,3300 BASELINE RD,BOULDER,CO,80309,2011,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"85,117","145,874"
WVPH,623,WILLIAMS VILLAGE PUMPHOUSE (WVPH),WILL VILL,3502 BASELINE RD,BOULDER,CO,80309,2012,,OPEN,MECHANICAL,OTHER,AUXILIARY,0,100,0,456
WVRC,607,WILLIAMS VILLAGE RECREATION CENTER (WVRC),WILL VILL,3225 APACHE DR,BOULDER,CO,80309,2004,2007,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"8,999","11,038"
WVSTO,615,WILLIAMS VILLAGE GROUNDS STORAGE (WVSTO),WILL VILL,3180 BASELINE RD,BOULDER,CO,80309,2012,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,754,896
XDCB,269,XD CABIN (XDCB),GRANDVIEW,1336 GRANDVIEW AVENUE,BOULDER,CO,80309,1987,,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,753,831
ZUNI,037V,ZUNI (ZUNI),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
,,,,,,,,,,,,,,,,,